Time,Lon,Lat,Mag,Depth,Description
2015-10-18T16:18:35.520000Z,-173.2608,-16.2018,6.0,12000.0,TONGA ISLANDS
2015-10-20T21:52:02.560000Z,167.3028,-14.8595,7.1,135000.0,VANUATU ISLANDS
2015-10-23T01:40:06.320000Z,6.1653,-54.2258,6.2,11000.0,BOUVET ISLAND REGION
2015-10-23T04:04:18.000000Z,37.17,-45.81,6.0,10000.0,PRINCE EDWARD ISLANDS REGION
2015-10-23T04:04:18.140000Z,37.1711,-45.8146,6.0,10000.0,PRINCE EDWARD ISLANDS REGION
2015-11-04T03:44:15.190000Z,124.8754,-8.3381,6.5,20000.0,TIMOR REGION
2015-11-07T07:04:31.380000Z,-72.3015,-29.4642,6.2,13000.0,OFF COAST OF CENTRAL CHILE
2015-11-07T07:31:43.870000Z,-71.4519,-30.8796,6.8,46000.0,NEAR COAST OF CENTRAL CHILE
2015-11-09T16:03:46.070000Z,-173.0746,51.6394,6.5,15000.0,"ANDREANOF ISLANDS, ALEUTIAN IS."
2015-11-11T01:54:38.570000Z,-72.0068,-29.5067,6.9,12000.0,OFF COAST OF CENTRAL CHILE
2015-11-11T02:46:19.830000Z,-72.0585,-29.5097,6.9,10000.0,OFF COAST OF CENTRAL CHILE
2015-11-18T18:31:04.570000Z,158.4217,-8.8994,6.8,12590.0,SOLOMON ISLANDS
2015-11-21T09:06:13.460000Z,129.9375,-7.1484,6.1,82000.0,BANDA SEA
2015-11-24T13:21:35.730000Z,145.2659,18.7787,6.0,586880.0,MARIANA ISLANDS
2015-11-24T22:45:38.880000Z,-70.9437,-10.5372,7.6,606210.0,PERU-BRAZIL BORDER REGION
2015-11-24T22:50:54.370000Z,-71.0184,-10.0598,7.6,620560.0,PERU-BRAZIL BORDER REGION
2015-11-26T05:45:18.400000Z,-71.2574,-9.1825,6.7,602750.0,PERU-BRAZIL BORDER REGION
2015-11-27T21:00:22.920000Z,-70.6009,-24.828,6.2,34000.0,NEAR COAST OF NORTHERN CHILE
2015-12-04T22:25:00.110000Z,85.0913,-47.6165,7.1,35000.0,SOUTHEAST INDIAN RIDGE
2015-12-09T10:21:48.530000Z,129.5079,-4.1064,6.9,21000.0,BANDA SEA
2015-12-09T12:58:01.780000Z,175.2475,-16.7374,6.1,10000.0,FIJI ISLANDS REGION
2015-12-17T19:49:53.050000Z,-93.6294,15.8009,6.6,85000.0,"NEAR COAST OF CHIAPAS, MEXICO"
2015-12-19T02:10:53.360000Z,169.3857,-18.3819,6.0,10000.0,VANUATU ISLANDS
2016-01-01T02:00:39.950000Z,139.4489,-50.5575,6.3,10000.0,WESTERN INDIAN-ANTARCTIC RIDGE
2016-01-11T16:38:05.910000Z,126.8569,3.8966,6.5,13000.0,"TALAUD ISLANDS, INDONESIA"
2016-01-14T03:25:28.270000Z,-63.3288,-19.7597,6.1,582560.0,SOUTHERN BOLIVIA
2016-01-21T18:06:57.690000Z,-106.9344,18.8288,6.6,10000.0,"OFF COAST OF JALISCO, MEXICO"
2016-01-31T17:39:00.280000Z,169.1522,-63.2868,6.0,10000.0,BALLENY ISLANDS REGION
2016-02-01T19:00:46.260000Z,-179.9563,-30.7636,6.2,391000.0,KERMADEC ISLANDS REGION
2016-02-08T16:19:13.090000Z,154.7073,-6.6214,6.4,31620.0,SOLOMON ISLANDS
2016-02-10T00:33:05.340000Z,-71.5838,-30.5723,6.3,29000.0,NEAR COAST OF CENTRAL CHILE
2016-02-12T10:02:24.050000Z,119.4013,-9.6338,6.3,28000.0,"SUMBA REGION, INDONESIA"
2016-02-17T17:26:02.320000Z,129.0729,0.8451,6.0,10000.0,"HALMAHERA, INDONESIA"
2016-02-27T21:29:43.570000Z,139.5956,-51.7897,6.1,10000.0,WESTERN INDIAN-ANTARCTIC RIDGE
2016-03-12T18:06:44.760000Z,-173.9423,51.5648,6.3,19000.0,"ANDREANOF ISLANDS, ALEUTIAN IS."
2016-03-19T01:35:12.170000Z,-174.1423,51.5145,6.0,17000.0,"ANDREANOF ISLANDS, ALEUTIAN IS."
2016-03-19T11:26:33.230000Z,-60.7019,17.996,6.0,26000.0,LEEWARD ISLANDS
2016-04-01T19:24:55.370000Z,144.887,-3.3585,6.2,6000.0,"NEAR N COAST OF NEW GUINEA, PNG."
2016-04-02T05:50:00.000000Z,-157.9321,57.008,6.2,11400.0,ALASKA PENINSULA
2016-04-03T08:23:52.320000Z,166.8551,-14.3235,6.9,26000.0,VANUATU ISLANDS
2016-04-06T06:58:48.210000Z,166.6245,-14.0683,6.7,24000.0,VANUATU ISLANDS
2016-04-07T03:32:53.500000Z,166.5943,-13.9805,6.7,27590.0,VANUATU ISLANDS
2016-04-14T21:50:27.680000Z,166.4334,-14.5284,6.4,16000.0,VANUATU ISLANDS
2016-04-15T14:11:26.430000Z,-92.367,13.4008,6.1,22410.0,"OFF COAST OF CHIAPAS, MEXICO"
2016-04-16T23:58:36.980000Z,-79.9218,0.3819,7.8,20590.0,NEAR COAST OF ECUADOR
2016-04-19T05:25:39.940000Z,-27.2307,-55.7283,6.2,14000.0,SOUTH SANDWICH ISLANDS REGION
2016-04-20T08:33:47.330000Z,-80.2104,0.639,6.2,14000.0,NEAR COAST OF ECUADOR
2016-04-20T08:35:10.620000Z,-80.0352,0.7079,6.0,10000.0,NEAR COAST OF ECUADOR
2016-04-22T03:03:41.720000Z,-80.5039,-0.2921,6.0,10000.0,NEAR COAST OF ECUADOR
2016-04-25T07:07:08.600000Z,-93.1509,14.479,6.0,16000.0,"NEAR COAST OF CHIAPAS, MEXICO"
2016-04-27T12:51:19.440000Z,-93.0882,14.5178,6.0,16000.0,"NEAR COAST OF CHIAPAS, MEXICO"
2016-04-28T19:33:24.070000Z,167.3786,-16.0429,7.0,24000.0,VANUATU ISLANDS
2016-04-29T01:33:38.910000Z,-103.7363,10.2752,6.6,10000.0,NORTHERN EAST PACIFIC RISE
2016-05-18T07:57:02.650000Z,-79.7899,0.4261,6.7,16000.0,NEAR COAST OF ECUADOR
2016-05-18T16:46:43.860000Z,-79.616,0.4947,6.9,29950.0,NEAR COAST OF ECUADOR
2016-05-20T18:14:04.670000Z,129.8841,-25.5655,6.0,10000.0,"NORTHERN TERRITORY, AUSTRALIA"
2016-05-27T04:08:43.950000Z,-178.6481,-20.8101,6.4,567480.0,FIJI ISLANDS REGION
2016-05-28T05:38:50.550000Z,-178.2038,-21.9724,6.9,405690.0,FIJI ISLANDS REGION
2016-05-28T09:46:59.780000Z,-26.9353,-56.2409,7.2,78000.0,SOUTH SANDWICH ISLANDS REGION
2016-06-05T16:25:33.540000Z,125.6264,-4.587,6.3,429620.0,BANDA SEA
2016-06-06T02:35:32.390000Z,-177.8359,-30.0235,6.1,43830.0,"KERMADEC ISLANDS, NEW ZEALAND"
2016-06-07T10:51:37.720000Z,-105.1731,18.3637,6.3,10000.0,"OFF COAST OF JALISCO, MEXICO"
2016-06-07T19:15:15.330000Z,126.3712,1.2789,6.3,31000.0,NORTHERN MOLUCCA SEA
2016-06-09T04:13:08.130000Z,116.2669,-11.2487,6.1,19000.0,"SOUTH OF SUMBAWA, INDONESIA"
2016-06-10T03:25:22.920000Z,-86.9633,12.8318,6.1,10000.0,NICARAGUA
2016-06-10T04:17:44.840000Z,160.559,-8.6757,6.2,30400.0,SOLOMON ISLANDS
2016-06-14T13:49:22.630000Z,168.8279,-18.7609,6.2,111000.0,VANUATU ISLANDS
2016-06-19T09:47:23.600000Z,169.0737,-20.2793,6.3,13000.0,VANUATU ISLANDS
2016-06-20T03:50:55.240000Z,168.7595,-20.2072,6.0,15000.0,LOYALTY ISLANDS
2016-06-21T17:12:07.370000Z,151.8796,-3.4199,6.3,354000.0,"NEW IRELAND REGION, P.N.G."
2016-06-30T11:30:33.050000Z,167.4701,-16.0558,6.0,27000.0,VANUATU ISLANDS
2016-07-10T13:44:40.680000Z,-173.2011,-15.083,6.0,8000.0,TONGA ISLANDS
2016-07-11T02:11:04.800000Z,-79.638,0.5812,6.3,21000.0,NEAR COAST OF ECUADOR
2016-07-13T12:11:12.830000Z,-176.443,-28.0052,6.3,12000.0,KERMADEC ISLANDS REGION
2016-07-20T15:13:16.520000Z,169.0547,-18.9285,6.1,167000.0,VANUATU ISLANDS
2016-07-25T17:26:50.220000Z,-70.5074,-26.1049,6.1,72000.0,NEAR COAST OF NORTHERN CHILE
2016-07-25T19:38:45.560000Z,148.0345,-2.969,6.4,14000.0,"ADMIRALTY ISLANDS REGION, P.N.G."
2016-07-29T21:18:26.510000Z,145.541,18.5439,7.7,207620.0,MARIANA ISLANDS
2016-08-04T14:15:13.090000Z,-66.0261,-22.3087,6.2,270000.0,"JUJUY PROVINCE, ARGENTINA"
2016-08-12T01:26:36.290000Z,173.1108,-22.4778,7.2,16440.0,SOUTHEAST OF LOYALTY ISLANDS
2016-08-12T03:29:32.850000Z,-177.3437,-25.1679,6.2,114090.0,SOUTH OF FIJI ISLANDS
2016-08-19T07:32:22.730000Z,-31.874,-55.2793,7.4,10000.0,SOUTH GEORGIA ISLAND REGION
2016-08-21T03:45:23.740000Z,-31.7546,-55.2775,6.4,10000.0,SOUTH GEORGIA ISLAND REGION
2016-08-23T19:39:44.660000Z,122.4255,-7.2805,6.0,532400.0,FLORES SEA
2016-08-31T03:11:36.060000Z,152.7879,-3.6914,6.7,499060.0,"NEW IRELAND REGION, P.N.G."
2016-09-01T16:37:57.300000Z,179.1461,-37.3586,7.0,19000.0,"OFF E. COAST OF N. ISLAND, N.Z."
2016-09-01T17:14:06.060000Z,178.9291,-37.0522,6.1,13730.0,"OFF E. COAST OF N. ISLAND, N.Z."
2016-09-08T21:46:20.100000Z,158.7126,-54.6136,6.1,10000.0,MACQUARIE ISLAND REGION
2016-09-10T10:08:20.020000Z,-76.9536,-5.573,6.1,121000.0,NORTHERN PERU
2016-09-14T01:58:31.570000Z,-76.1686,7.3736,6.0,18000.0,NORTHERN COLOMBIA
2016-09-14T07:25:00.070000Z,159.1673,-9.329,6.0,14000.0,SOLOMON ISLANDS
2016-09-17T01:20:17.940000Z,140.5718,-2.0829,6.0,9000.0,NEAR NORTH COAST OF IRIAN JAYA
2016-09-23T22:53:10.400000Z,126.4918,6.5717,6.3,65000.0,"MINDANAO, PHILIPPINES"
2016-09-24T21:07:15.790000Z,-174.984,-18.1706,6.4,202000.0,TONGA ISLANDS
2016-09-24T21:28:41.700000Z,-178.2443,-19.7819,6.9,596400.0,FIJI ISLANDS REGION
2016-10-15T08:03:38.140000Z,150.3605,-4.2701,6.3,442000.0,"NEW BRITAIN REGION, P.N.G."
2016-10-17T06:14:58.370000Z,148.8617,-6.0526,6.9,35000.0,"NEW BRITAIN REGION, P.N.G."
2016-10-26T05:19:50.510000Z,-174.8724,-15.54,6.1,10000.0,TONGA ISLANDS
2016-11-04T16:20:43.940000Z,-70.9964,-35.1033,6.4,90790.0,CHILE-ARGENTINA BORDER REGION
2016-11-13T11:02:59.070000Z,173.0647,-42.7245,7.8,22000.0,"SOUTH ISLAND, NEW ZEALAND"
2016-11-13T11:32:08.970000Z,173.6075,-42.2377,6.5,24000.0,"SOUTH ISLAND, NEW ZEALAND"
2016-11-13T11:52:45.010000Z,173.6227,-42.1762,6.1,13990.0,"SOUTH ISLAND, NEW ZEALAND"
2016-11-13T13:31:26.290000Z,173.6997,-42.2972,6.2,6290.0,"SOUTH ISLAND, NEW ZEALAND"
2016-11-14T00:34:22.610000Z,173.2543,-42.6058,6.5,9000.0,"SOUTH ISLAND, NEW ZEALAND"
2016-11-20T20:57:43.980000Z,-68.7645,-31.6428,6.4,115790.0,"SAN JUAN PROVINCE, ARGENTINA"
2016-11-24T18:43:48.830000Z,-88.8355,11.9597,7.0,10340.0,OFF COAST OF CENTRAL AMERICA
2016-12-01T22:40:26.340000Z,-70.8228,-15.2943,6.2,10000.0,SOUTHERN PERU
2016-12-05T01:13:04.880000Z,123.3802,-7.3158,6.3,526000.0,BANDA SEA
2016-12-08T14:49:46.730000Z,-126.1528,40.4753,6.5,12080.0,OFF COAST OF NORTHERN CALIFORNIA
2016-12-08T17:38:46.380000Z,161.3298,-10.676,7.8,41000.0,SOLOMON ISLANDS
2016-12-08T21:56:07.500000Z,161.3137,-10.8416,6.5,12260.0,SOLOMON ISLANDS
2016-12-09T19:10:07.070000Z,161.1227,-10.748,6.9,21060.0,SOLOMON ISLANDS
2016-12-10T16:24:36.560000Z,154.4882,-5.6598,6.1,157050.0,SOLOMON ISLANDS
2016-12-14T02:01:22.810000Z,144.4037,21.2897,6.0,22370.0,MARIANA ISLANDS REGION
2016-12-17T10:51:10.500000Z,153.5216,-4.5049,7.9,94540.0,"NEW IRELAND REGION, P.N.G."
2016-12-17T11:27:38.940000Z,153.9975,-5.6497,6.3,26500.0,"NEW IRELAND REGION, P.N.G."
2016-12-18T05:46:25.270000Z,161.1952,-10.2273,6.0,39110.0,SOLOMON ISLANDS
2016-12-18T09:47:04.940000Z,137.6672,8.3489,6.2,12430.0,"W. CAROLINE ISLANDS, MICRONESIA"
2016-12-18T13:30:11.430000Z,-70.9698,-9.9661,6.4,622530.0,PERU-BRAZIL BORDER REGION
2016-12-20T04:21:28.590000Z,161.2183,-10.2254,6.4,11330.0,SOLOMON ISLANDS
2016-12-21T00:17:14.990000Z,127.9206,-7.5082,6.7,152000.0,BANDA SEA
2016-12-24T01:32:16.040000Z,153.5754,-5.2453,6.0,35000.0,"NEW IRELAND REGION, P.N.G."
2016-12-25T14:22:27.030000Z,-73.9403,-43.4053,7.6,38000.0,SOUTHERN CHILE
2016-12-29T22:30:19.300000Z,118.6639,-9.0279,6.3,79000.0,"SUMBAWA REGION, INDONESIA"
2017-01-02T13:14:02.830000Z,179.2383,-23.2513,6.3,551620.0,SOUTH OF FIJI ISLANDS
2017-01-03T21:52:30.700000Z,176.058,-19.3542,6.9,12000.0,SOUTH OF FIJI ISLANDS
2017-01-10T15:27:15.130000Z,161.0304,-10.1255,6.3,28650.0,SOLOMON ISLANDS
2017-01-19T23:04:21.130000Z,161.318,-10.3433,6.5,36000.0,SOLOMON ISLANDS
2017-01-22T04:30:22.990000Z,155.1442,-6.2145,7.9,135000.0,SOLOMON ISLANDS
2017-02-18T12:10:17.970000Z,-66.6592,-23.8613,6.3,222000.0,"JUJUY PROVINCE, ARGENTINA"
2017-02-21T14:09:04.320000Z,-63.9047,-19.2814,6.5,595980.0,SOUTHERN BOLIVIA
2017-02-24T17:28:44.870000Z,-178.8033,-23.2601,6.9,414890.0,SOUTH OF FIJI ISLANDS
2017-03-04T02:58:20.280000Z,155.748,-7.3277,6.1,17000.0,SOLOMON ISLANDS
2017-03-05T22:47:53.970000Z,149.3619,-5.9945,6.3,37000.0,"NEW BRITAIN REGION, P.N.G."
2017-03-19T15:43:25.690000Z,160.7536,-8.1364,6.0,8370.0,SOLOMON ISLANDS
2017-04-15T08:19:43.400000Z,-67.7655,-23.2706,6.2,155000.0,CHILE-ARGENTINA BORDER REGION
2017-04-18T17:11:47.030000Z,-178.3718,-18.0851,6.0,628000.0,FIJI ISLANDS REGION
2017-04-23T02:36:07.840000Z,-72.0063,-33.0361,6.0,21000.0,OFF COAST OF CENTRAL CHILE
2017-04-24T21:38:30.840000Z,-72.0452,-33.0291,6.9,28000.0,OFF COAST OF CENTRAL CHILE
2017-05-08T17:00:47.060000Z,-178.6361,51.7545,6.2,10000.0,"ANDREANOF ISLANDS, ALEUTIAN IS."
2017-05-09T13:52:10.990000Z,167.3767,-14.5884,6.8,169000.0,VANUATU ISLANDS
2017-05-10T23:23:37.270000Z,-25.7827,-56.4277,6.5,17390.0,SOUTH SANDWICH ISLANDS REGION
2017-05-12T10:41:26.380000Z,-90.0562,12.9108,6.2,10000.0,OFF COAST OF CENTRAL AMERICA
2017-05-15T13:22:38.580000Z,152.4893,-4.0217,6.2,10000.0,"NEW BRITAIN REGION, P.N.G."
2017-05-29T14:35:21.510000Z,120.4335,-1.2872,6.6,12000.0,"SULAWESI, INDONESIA"
2017-06-14T07:29:05.630000Z,-91.9882,14.9823,6.9,94000.0,GUATEMALA
2017-06-15T00:26:17.550000Z,-178.0541,-30.5139,6.0,34000.0,"KERMADEC ISLANDS, NEW ZEALAND"
2017-06-17T22:26:01.990000Z,179.6059,-24.0934,6.1,511000.0,SOUTH OF FIJI ISLANDS
2017-06-22T12:31:04.490000Z,-90.9488,13.7527,6.8,46820.0,NEAR COAST OF GUATEMALA
2017-06-25T17:42:30.040000Z,-176.4629,-19.6664,6.2,38270.0,FIJI ISLANDS REGION
2017-06-28T18:20:55.450000Z,-177.6618,-30.3103,6.0,19000.0,"KERMADEC ISLANDS, NEW ZEALAND"
2017-06-29T07:03:12.020000Z,179.9269,-31.106,6.0,414610.0,KERMADEC ISLANDS REGION
2017-06-30T22:29:45.110000Z,-80.4935,-0.2882,6.0,13000.0,NEAR COAST OF ECUADOR
2017-07-11T07:00:01.210000Z,164.0251,-49.4802,6.6,10000.0,"AUCKLAND ISLANDS, N.Z. REGION"
2017-07-13T03:36:08.810000Z,153.1958,-4.7722,6.4,34780.0,"NEW IRELAND REGION, P.N.G."
2017-07-18T02:05:19.870000Z,-73.6296,-16.4206,6.4,44920.0,NEAR COAST OF PERU
2017-07-27T17:53:24.610000Z,-49.3259,13.396,6.0,10000.0,NORTH ATLANTIC OCEAN
2017-08-19T02:00:52.550000Z,-178.8406,-17.9609,6.4,544000.0,FIJI ISLANDS REGION
2017-08-27T04:17:51.010000Z,148.0803,-1.4513,6.3,8000.0,"ADMIRALTY ISLANDS REGION, P.N.G."
2017-09-04T08:07:35.380000Z,-25.5783,-57.7886,6.0,35000.0,SOUTH SANDWICH ISLANDS REGION
2017-09-08T04:49:20.000000Z,-93.9067,15.0356,8.1,56670.0,"NEAR COAST OF CHIAPAS, MEXICO"
2017-09-19T18:14:38.430000Z,-98.4808,18.5678,7.1,51000.0,CENTRAL MEXICO
2017-09-20T01:43:30.060000Z,162.5497,-50.371,6.1,10000.0,"AUCKLAND ISLANDS, N.Z. REGION"
2017-09-20T20:09:49.610000Z,169.0946,-18.7854,6.4,197000.0,VANUATU ISLANDS
2017-09-23T12:53:02.420000Z,-94.9509,16.7732,6.1,9620.0,"OAXACA, MEXICO"
2017-09-26T04:20:00.760000Z,-176.9366,-23.7135,6.4,98070.0,SOUTH OF FIJI ISLANDS
2017-10-08T14:04:38.500000Z,-175.5659,-18.9903,6.1,10000.0,TONGA ISLANDS
2017-10-08T20:48:58.720000Z,154.5526,-61.7431,6.3,10000.0,BALLENY ISLANDS REGION
2017-10-10T06:32:20.800000Z,-69.6411,-18.5212,6.3,82430.0,NORTHERN CHILE
2017-10-10T18:53:27.840000Z,8.6055,-54.2584,6.7,9000.0,BOUVET ISLAND REGION
2017-10-18T12:00:59.080000Z,-173.8022,-20.5914,6.1,10000.0,TONGA ISLANDS
2017-10-24T10:47:47.540000Z,123.0401,-7.2364,6.7,549190.0,BANDA SEA
2017-10-31T00:42:06.550000Z,169.209,-21.6645,6.8,9100.0,SOUTHEAST OF LOYALTY ISLANDS
2017-10-31T11:50:50.410000Z,127.7655,-3.7404,6.1,18470.0,"SERAM, INDONESIA"
2017-11-01T00:09:29.950000Z,168.9362,-21.7305,6.1,10000.0,LOYALTY ISLANDS
2017-11-01T02:23:55.810000Z,168.8879,-21.6689,6.6,9930.0,LOYALTY ISLANDS
2017-11-01T05:09:00.630000Z,168.9185,-21.7928,6.0,10000.0,LOYALTY ISLANDS
2017-11-04T09:00:19.420000Z,-173.1682,-15.3197,6.8,10000.0,TONGA ISLANDS
2017-11-07T21:26:38.480000Z,143.4846,-4.2433,6.5,110570.0,"NEW GUINEA, PAPUA NEW GUINEA"
2017-11-13T02:28:23.680000Z,-84.4865,9.5147,6.5,19360.0,COSTA RICA
